layer_idx,k_delta_compressibility,v_delta_compressibility,k_delta_norm,k_abs_norm,v_delta_norm,v_abs_norm,channel_structure_ratio,k_var_channel,k_var_token,k_outlier_fraction,sv_top50_energy,effective_rank_90,seq_len,head_dim,n_heads,model_name,context_type
18,0.4552922526329377,-0.100611074256993,11.042482376098633,20.272306442260746,3.2713043689727783,2.972261905670166,2.097791888080019,6.540952682495117,3.1180179119110107,0.01385498046875,0.956076681613922,20,512,64,4,TinyLlama,prose
19,0.4692075869602339,-0.1134068681264994,10.49998950958252,19.78172492980957,3.694807291030884,3.318470001220703,2.1408588517246896,6.197206497192383,2.8947291374206543,0.0163955688476562,0.9382041692733764,25,512,64,4,TinyLlama,prose
20,0.4473620025990814,-0.0303549643612388,11.102503776550291,20.090011596679688,3.565958023071289,3.460902452468872,2.0369522303254866,6.303412914276123,3.094531536102295,0.0176773071289062,0.944808542728424,24,512,64,4,TinyLlama,prose
21,0.430191995624246,-0.0797180703865496,11.075483322143556,19.437219619750977,4.0391459465026855,3.740926504135132,2.067734414672207,5.985102653503418,2.894521951675415,0.0166091918945312,0.9196606278419496,29,512,64,4,TinyLlama,prose
0,-0.0890760505595045,-0.4578731159335887,10.44509220123291,9.59078311920166,0.1504217386245727,0.103178896009922,1.6027743758161477,2.2420101165771484,1.398830771446228,0.0155487060546875,0.9928747415542604,15,512,64,4,TinyLlama,code
1,0.4315597477999104,-0.5352894577887042,10.384373664855955,18.2681884765625,0.3501920700073242,0.228095144033432,1.8973406698690731,5.422183990478516,2.857780933380127,0.0043869018554687,0.9692240953445436,23,512,64,4,TinyLlama,code
2,0.2940060897401781,-0.5235321759757607,12.14491367340088,17.20257568359375,0.5135525465011597,0.3370802104473114,1.585196083198265,4.873658657073975,3.074483156204224,0.0046463012695312,0.9735270738601683,24,512,64,4,TinyLlama,code
3,0.4035869443314639,-0.4084794166915173,10.812673568725586,18.129505157470703,1.2761311531066897,0.9060346484184264,2.1207262881156006,5.1934895515441895,2.448920249938965,0.0170516967773437,0.9144349694252014,30,512,64,4,TinyLlama,code
4,0.3484333517418296,-0.325040713172962,12.055105209350586,18.50172233581543,1.4080603122711182,1.0626543760299685,2.10368972641696,5.386297225952148,2.5604047775268555,0.0158843994140625,0.927480399608612,28,512,64,4,TinyLlama,code
5,0.4033123501791511,-0.3229645131349814,11.804250717163086,19.7829647064209,1.6196510791778564,1.2242588996887207,2.244430729007224,6.182648658752441,2.754662275314331,0.0173492431640625,0.9387393593788148,25,512,64,4,TinyLlama,code
6,0.4230682345859973,-0.210364827109867,11.744486808776855,20.35680389404297,1.503254771232605,1.2419848442077637,2.147758535034064,6.472938537597656,3.0138111114501958,0.01739501953125,0.945337414741516,24,512,64,4,TinyLlama,code
7,0.4704308041872854,-0.2401138138644916,9.89191436767578,18.67917251586914,1.615366816520691,1.302595615386963,2.409508466762325,5.545058250427246,2.301323413848877,0.017608642578125,0.9663089513778688,16,512,64,4,TinyLlama,code
8,0.3534805714670421,-0.1148493209878893,14.06708526611328,21.7581787109375,1.6755720376968384,1.5029582977294922,2.024969177681723,7.592566967010498,3.7494728565216064,0.0218276977539062,0.927678883075714,28,512,64,4,TinyLlama,code
9,0.4623190758556299,-0.1647987797623031,11.680597305297852,21.724031448364254,1.6490010023117063,1.4156960248947144,2.166760250248608,7.441169261932373,3.434237480163574,0.0165863037109375,0.9418345093727112,23,512,64,4,TinyLlama,code
10,0.4540747215383158,-0.1132691806244547,11.25997543334961,20.62548828125,1.6490212678909302,1.4812421798706057,2.0110457910188604,6.71558141708374,3.3393478393554688,0.0176773071289062,0.9227154850959778,28,512,64,4,TinyLlama,code
11,0.4989021705596365,-0.0554317426050352,10.468071937561035,20.890275955200195,1.836647391319275,1.7401858568191528,2.0069605830076296,6.916722774505615,3.446367025375366,0.0194549560546875,0.957337200641632,18,512,64,4,TinyLlama,code
12,0.4877082577601882,-0.0798699338356896,11.11663055419922,21.699804306030277,1.848065495491028,1.7113778591156006,2.0996585582761225,7.480923175811768,3.5629236698150635,0.0176620483398437,0.9515575766563416,19,512,64,4,TinyLlama,code
13,0.461317987643033,-0.0316501847781318,11.489027976989746,21.328033447265625,1.8501440286636357,1.7933831214904783,2.042263549798645,7.2390570640563965,3.544624328613281,0.0188827514648437,0.933906078338623,25,512,64,4,TinyLlama,code
14,0.4650612634899559,-0.0171097400984536,11.511195182800291,21.51871681213379,1.9775214195251465,1.9442557096481323,2.021904289253213,7.395766258239746,3.657822132110596,0.0174789428710937,0.9313977956771852,25,512,64,4,TinyLlama,code
15,0.4771871976090663,-0.0909398497839522,11.180140495300291,21.38459587097168,2.323891878128052,2.130174160003662,2.040040259900832,7.250103950500488,3.5539023876190186,0.0175933837890625,0.9338605999946594,25,512,64,4,TinyLlama,code
16,0.4834004719789527,-0.0282289407914062,11.300129890441896,21.874061584472656,2.080552339553833,2.023432970046997,2.0238281652994536,7.558157920837402,3.73458480834961,0.0171585083007812,0.9293132424354552,26,512,64,4,TinyLlama,code
17,0.4693986844098915,-0.1575508340065312,10.65359592437744,20.078344345092773,2.8427042961120605,2.455792188644409,2.0620362168184547,6.391233444213867,3.0994768142700195,0.0184555053710937,0.9516445994377136,20,512,64,4,TinyLlama,code
18,0.444828158376787,-0.1478123003128604,11.767804145812988,21.196687698364254,3.297627687454224,2.8729677200317383,2.011513903901888,7.1582231521606445,3.558624744415283,0.01507568359375,0.9616164565086364,19,512,64,4,TinyLlama,code
19,0.4757312080201433,-0.1616199779090612,10.752531051635742,20.50957679748535,3.4987967014312744,3.011997699737549,2.1549328001722823,6.718250274658203,3.11761474609375,0.018096923828125,0.937348246574402,24,512,64,4,TinyLlama,code
20,0.4595012411275296,-0.1258133000384977,11.060273170471191,20.46308708190918,3.454730749130249,3.068653345108032,2.0784697071028777,6.635286331176758,3.192390203475952,0.0165786743164062,0.9405919909477234,24,512,64,4,TinyLlama,code
21,0.4031980803488727,-0.1523294656603568,11.76703929901123,19.71682548522949,4.5511088371276855,3.9494857788085938,2.0190537054573103,6.1916913986206055,3.0666303634643555,0.0166854858398437,0.9140795469284058,30,512,64,4,TinyLlama,code
0,0.8737875410534964,-0.3110342277091462,32.74134063720703,259.4144897460937,0.2706766724586487,0.206460416316986,28.43454498257778,1048.4122314453125,36.87107467651367,0.0390625,0.9999982118606568,1,512,64,2,Qwen,prose
1,0.9060479598378322,-0.0777608858641893,10.844613075256348,115.42711639404295,2.511823892593384,2.330594778060913,149.0685361575994,342.10498046875,2.2949509620666504,0.0234375,0.9679455161094666,18,512,64,2,Qwen,prose
2,0.8573609421525946,-0.3709964705918831,12.8773832321167,90.27950286865234,3.3733561038970947,2.460514068603516,45.233101879448704,138.5836181640625,3.063765525817871,0.050140380859375,0.9952840805053712,1,512,64,2,Qwen,prose
3,0.5444356039237452,-0.1127588257353093,12.419278144836426,27.26130104064941,3.901686668395996,3.5063183307647705,4.127212809395811,12.1544771194458,2.944960117340088,0.01800537109375,0.9500990509986876,25,512,64,2,Qwen,prose
4,0.6274855558597636,-0.2040762760087702,8.691105842590332,23.330923080444336,4.532365798950195,3.7641849517822266,4.543203070411887,8.794415473937988,1.935730218887329,0.0284576416015625,0.9653672575950624,18,512,64,2,Qwen,prose
5,0.450672517140549,-0.1290279046921014,9.04259204864502,16.461204528808594,4.739185333251953,4.197580337524414,2.218321345240019,4.12112283706665,1.8577663898468015,0.015594482421875,0.9453964233398438,24,512,64,2,Qwen,prose
6,0.4040029033250043,-0.039678841548856,9.13076400756836,15.320148468017578,4.00306510925293,3.850290060043335,1.7704400873907349,3.727096796035767,2.1051809787750244,0.012664794921875,0.9395567774772644,26,512,64,2,Qwen,prose
7,0.37813813109173,-0.0786902150152724,11.22186279296875,18.04558753967285,4.934295654296875,4.574339866638184,1.725029298120144,5.157812118530273,2.989985227584839,0.0091552734375,0.9538748860359192,22,512,64,2,Qwen,prose
8,0.9339290950557748,-0.10374279654878,9.946459770202637,150.54220581054688,4.660778522491455,4.222703456878662,223.60743108588832,614.74365234375,2.749209403991699,0.0234375,0.9998219013214112,1,512,64,2,Qwen,prose
9,0.3671657427923503,0.1617576718755119,12.070691108703612,19.07401657104492,4.489148616790772,5.355430603027344,1.7695272723877613,5.7838945388793945,3.268610000610352,0.0176849365234375,0.957821786403656,21,512,64,2,Qwen,prose
10,0.542395825516334,0.0619141375691351,8.048498153686523,17.588340759277344,4.898467540740967,5.221768856048584,2.518031272923713,4.958693027496338,1.969273805618286,0.017333984375,0.9736202359199524,18,512,64,2,Qwen,prose
11,0.3337405854733932,0.2435362203122063,12.449870109558104,18.686220169067383,4.644076824188232,6.139192581176758,1.6613172109490273,5.615310192108154,3.380034923553467,0.01922607421875,0.9406259655952454,24,512,64,2,Qwen,prose
12,0.5330998004163192,-0.0314868185185446,7.580483913421631,16.235769271850586,5.2823662757873535,5.121118545532227,2.2871081407113643,4.232326030731201,1.8505141735076904,0.01409912109375,0.9728288054466248,17,512,64,2,Qwen,prose
13,0.5316800942150197,0.1089864039315857,8.208240509033203,17.526994705200195,4.68052864074707,5.25303840637207,1.978169496254516,4.84113073348999,2.4472780227661133,0.00640869140625,0.939551591873169,25,512,64,2,Qwen,prose
14,0.5768306572535533,0.1134861402890742,7.569949626922607,17.888700485229492,5.066282272338867,5.714837074279785,2.569691551743539,5.096138954162598,1.9831714630126955,0.0121002197265625,0.9676235914230348,16,512,64,2,Qwen,prose
15,0.5171010047597506,0.0897847105619571,8.02812671661377,16.62485694885254,5.0793232917785645,5.580353736877441,2.207683601123248,4.354596614837647,1.97247314453125,0.0128326416015625,0.9615209102630616,21,512,64,2,Qwen,prose
16,0.4465837938766938,-0.281152929655416,11.111916542053224,20.07876968383789,7.72415018081665,6.029061794281006,1.8209858717539,6.421187400817871,3.526214838027954,0.005645751953125,0.966260015964508,19,512,64,2,Qwen,prose
17,0.5142718597336609,-0.0686679916866861,7.781271457672119,16.019807815551758,6.397928237915039,5.986824989318848,2.400831098323528,3.967638492584229,1.652610421180725,0.0143280029296875,0.9709872007369996,13,512,64,2,Qwen,prose
18,0.4414471402598189,0.0559026403204686,9.42462921142578,16.87329864501953,5.870087146759033,6.2176713943481445,2.0099364270370605,4.51406717300415,2.245875597000122,0.012359619140625,0.9337021112442015,27,512,64,2,Qwen,prose
19,0.4833782442130254,0.0682026027995281,9.131003379821776,17.67444610595703,5.901061534881592,6.332987785339356,2.169733490783873,4.95673418045044,2.284489870071411,0.0158843994140625,0.9464121460914612,25,512,64,2,Qwen,prose
20,0.5013342702746652,-0.080436309127865,8.843925476074219,17.735177993774414,10.02212619781494,9.275999069213867,2.8124471912908136,4.988141536712647,1.7735947370529177,0.0176544189453125,0.972374677658081,12,512,64,2,Qwen,prose
21,0.4241049868024202,-0.1618497603341266,8.856488227844238,15.378650665283203,15.962797164916992,13.739123344421388,2.5595958348125025,3.7148144245147705,1.4513285160064695,0.0173187255859375,0.9780213832855223,12,512,64,2,Qwen,prose
22,0.3667322756075446,-0.3735625101634776,8.987774848937988,14.192693710327148,16.76325225830078,12.204215049743652,2.3505020368401635,3.212873697280884,1.3668882846832275,0.0126190185546875,0.9628208875656128,17,512,64,2,Qwen,prose
23,0.4513913817559484,-0.2312640431581583,9.179177284240724,16.731740951538086,14.537067413330078,11.806620597839355,3.2338072507140576,4.604435443878174,1.423843502998352,0.0207061767578125,0.953179895877838,18,512,64,2,Qwen,prose
0,0.8739398302718022,-0.3203926877537337,32.74368667602539,259.7464904785156,0.2745861411094665,0.2079579383134842,29.195497792015047,1052.013427734375,36.03341293334961,0.0390625,0.9999979734420776,1,438,64,2,Qwen,code
1,0.9021719474626017,-0.0707633004297711,11.370939254760742,116.2339324951172,2.5085785388946533,2.34279465675354,133.50769111810317,343.3223571777344,2.5715548992156982,0.0234375,0.970496952533722,18,438,64,2,Qwen,code
2,0.8586825589566894,-0.4088606866640687,12.89958953857422,91.28094482421876,3.3977866172790527,2.411726474761963,47.38701201168156,141.17066955566406,2.979100465774536,0.0509239435195922,0.995760977268219,1,438,64,2,Qwen,code
3,0.5434040930969882,-0.1716476908424269,12.466312408447266,27.30272483825684,3.859200954437256,3.293823719024658,4.26420090334188,12.07921314239502,2.83270263671875,0.0182113293558359,0.9556071758270264,23,438,64,2,Qwen,code
4,0.6060832055162039,-0.2780007929822661,9.56924533843994,24.29255485534668,4.592491149902344,3.593496322631836,4.434363730632724,9.49406909942627,2.141021728515625,0.0240617860108613,0.967146635055542,17,438,64,2,Qwen,code
5,0.3999345409236223,-0.2246404166777924,9.78270435333252,16.3027286529541,4.844091892242432,3.955521821975708,2.148465173502711,4.090183734893799,1.903770089149475,0.0148758562281727,0.9454646706581116,23,438,64,2,Qwen,code
6,0.3877255649059513,-0.1345244863173902,9.464360237121582,15.457709312438965,4.157483100891113,3.664515972137451,1.7913833356031788,3.785195827484131,2.113001585006714,0.012164669111371,0.9457677006721495,25,438,64,2,Qwen,code
7,0.3471618419578108,-0.155443164086791,11.855913162231444,18.16057014465332,4.997019290924072,4.324764251708984,1.7471706758450691,5.22927188873291,2.99299430847168,0.0090967463329434,0.9512653350830078,22,438,64,2,Qwen,code
8,0.9320816902181672,-0.1821113767324786,10.212725639343262,150.36778259277344,4.746190547943115,4.015011310577393,229.12381282069103,617.01318359375,2.692924737930298,0.0234375,0.99979966878891,1,438,64,2,Qwen,code
9,0.3528773980836491,0.081419255658708,12.249164581298828,18.928661346435547,4.892744064331055,5.326416969299316,1.8276866828430565,5.690316200256348,3.11339807510376,0.0145012838765978,0.9582632184028624,20,438,64,2,Qwen,code
10,0.5039651416583446,-0.0679217672909591,8.933931350708008,18.010692596435547,5.507274150848389,5.157001495361328,2.410173349866455,5.284811019897461,2.192709922790528,0.0171767976135015,0.9668564200401306,19,438,64,2,Qwen,code
11,0.3195713641081602,0.1794174538406866,12.444836616516112,18.289701461791992,4.832021236419678,5.888525485992432,1.6669531807182227,5.398715019226074,3.2386722564697266,0.0175513699650764,0.9419882893562316,23,438,64,2,Qwen,code
12,0.5113620243626832,-0.0774035222494404,8.054893493652344,16.484378814697266,5.371401786804199,4.985506057739258,2.310192192103141,4.346311569213867,1.8813636302948,0.015446632169187,0.9708302021026612,15,438,64,2,Qwen,code
13,0.497430103127163,0.0009828396126186,8.738311767578125,17.387256622314453,4.920531272888184,4.925372123718262,1.9204355185716973,4.790971755981445,2.494731903076172,0.0079373577609658,0.9380260705947876,25,438,64,2,Qwen,code
14,0.5491458704485437,-0.0030438632737113,8.574597358703613,19.01856231689453,5.792202949523926,5.774625778198242,2.6847190411354105,5.821861743927002,2.16851806640625,0.0142337325960397,0.967875063419342,15,438,64,2,Qwen,code
15,0.4613447218572054,0.0354797281130028,9.021031379699709,16.747318267822266,5.681820392608643,5.890825271606445,2.130978639503485,4.4630656242370605,2.0943737030029297,0.0145012838765978,0.9547989964485168,22,438,64,2,Qwen,code
16,0.4246991196336878,-0.3221401198418359,11.96942138671875,20.805498123168945,7.572805881500244,5.727687835693359,1.8782970462767128,6.895693302154541,3.6712474822998047,0.0068849883973598,0.97294819355011,18,438,64,2,Qwen,code
17,0.4659649062517423,-0.0754457783166473,8.714249610900879,16.317747116088867,6.129862785339356,5.69983434677124,2.3815787838598284,4.180921077728272,1.75552499294281,0.0142337325960397,0.9710005521774292,14,438,64,2,Qwen,code
18,0.3849496000026263,0.0168580349205841,10.362637519836426,16.84843635559082,6.444396495819092,6.554899215698242,1.976644570569111,4.539553642272949,2.296595811843872,0.0137164667248725,0.9386022090911864,25,438,64,2,Qwen,code
19,0.4511036255919205,-0.0710606432448164,9.692098617553713,17.657428741455078,6.717616081237793,6.271928787231445,2.2004171172481817,4.99444055557251,2.2697699069976807,0.0155536532402038,0.9458591341972352,24,438,64,2,Qwen,code
20,0.4530130693865669,-0.1251249539818977,10.200421333312988,18.64838218688965,10.44308853149414,9.28171443939209,2.609273546264044,5.522786617279053,2.1165993213653564,0.0154823055490851,0.9755675196647644,12,438,64,2,Qwen,code
21,0.4248607069044278,-0.1929507619580179,9.38946533203125,16.325550079345703,16.14805030822754,13.536225318908691,2.7089752432353857,4.283178806304932,1.581106662750244,0.0187821052968502,0.982842206954956,11,438,64,2,Qwen,code
22,0.3630581950351579,-0.4265870765251847,9.501418113708496,14.91724681854248,16.479808807373047,11.551912307739258,2.476872595771092,3.564134359359741,1.4389655590057373,0.0138056511059403,0.9689207673072816,14,438,64,2,Qwen,code
23,0.4426326407374094,-0.324615323723489,9.897401809692385,17.75741195678711,14.681649208068848,11.083707809448242,3.432023924076157,5.163862228393555,1.5046113729476929,0.0192280244082212,0.9628159999847412,14,438,64,2,Qwen,code
